player_id,player_name,feature_season,outcome_season,position,team,outcome_games_played,outcome_total_ppr,outcome_ppg,outcome_spike_week_rate,outcome_dud_week_rate,outcome_total_targets,outcome_targets_per_game,outcome_total_receptions,outcome_receptions_per_game,outcome_total_receiving_yards,outcome_receiving_yards_per_game,outcome_total_receiving_tds,outcome_receiving_tds_per_game
00-0030279,K.Allen,2020,2021,WR,LAC,16,257.8,16.1125,0.1875,0,157,9.8125,106,6.625,1138,71.125,6,0.375
00-0030279,K.Allen,2021,2022,WR,LAC,10,164,16.4,0.4,0.1,89,8.9,66,6.6,752,75.2,4,0.4
00-0030279,K.Allen,2022,2023,WR,LAC,13,278.86,21.4508,0.4615,0,150,11.5385,108,8.3077,1243,95.6154,7,0.5385
00-0030279,K.Allen,2023,2024,WR,CHI,15,184.4,12.2933,0.3333,0.1333,121,8.0667,70,4.6667,744,49.6,7,0.4667
00-0030431,R.Woods,2019,2020,WR,LA,16,245.1,15.3187,0.25,0,129,8.0625,90,5.625,936,58.5,6,0.375
00-0030431,R.Woods,2020,2021,WR,LA,9,137.2,15.2444,0.2222,0,69,7.6667,45,5,556,61.7778,4,0.4444
00-0030431,R.Woods,2021,2022,WR,TEN,17,117.7,6.9235,0,0.4118,91,5.3529,53,3.1176,527,31,2,0.1176
00-0030431,R.Woods,2022,2023,WR,HOU,13,89.3,6.8692,0,0.2308,75,5.7692,40,3.0769,426,32.7692,1,0.0769
00-0030431,R.Woods,2023,2024,WR,HOU,12,38.3,3.1917,0,0.9167,30,2.5,20,1.6667,203,16.9167,0,0
00-0030525,T.Austin,2019,2020,WR,GB,3,7,2.3333,0,1,5,1.6667,5,1.6667,20,6.6667,0,0
00-0030525,T.Austin,2020,2021,WR,JAX,11,53.4,4.8545,0,0.7273,37,3.3636,24,2.1818,213,19.3636,1,0.0909
00-0030564,D.Hopkins,2019,2020,WR,ARI,16,287.8,17.9875,0.5,0,160,10,115,7.1875,1407,87.9375,6,0.375
00-0030564,D.Hopkins,2020,2021,WR,ARI,10,147.2,14.72,0.3,0,64,6.4,42,4.2,572,57.2,8,0.8
00-0030564,D.Hopkins,2021,2022,WR,ARI,9,151.7,16.8556,0.2222,0.1111,96,10.6667,64,7.1111,717,79.6667,3,0.3333
00-0030564,D.Hopkins,2022,2023,WR,TEN,17,223.6,13.1529,0.1765,0.1765,137,8.0588,75,4.4118,1057,62.1765,7,0.4118
00-0030564,D.Hopkins,2023,2024,WR,TEN,16,147,9.1875,0.0625,0.3125,80,5,56,3.5,610,38.125,5,0.3125
00-0030663,W.Snead,2019,2020,WR,BAL,13,94.2,7.2462,0.0769,0.5385,48,3.6923,33,2.5385,432,33.2308,3,0.2308
00-0030663,W.Snead,2020,2021,WR,LV,7,7.8,1.1143,0,1,8,1.1429,4,0.5714,38,5.4286,0,0
00-0030663,W.Snead,2022,2023,WR,SF,2,3.4,1.7,0,1,3,1.5,2,1,14,7,0,0
00-0030669,A.Wilson,2020,2021,WR,MIA,10,48,4.8,0,0.6,39,3.9,25,2.5,213,21.3,0,0
00-0030670,B.Fowler,2019,2020,WR,NO,1,3.1,3.1,0,1,6,6,2,2,11,11,0,0
00-0031051,J.Brown,2019,2020,WR,BUF,9,96.8,10.7556,0,0.3333,52,5.7778,33,3.6667,458,50.8889,3,0.3333
00-0031051,J.Brown,2020,2021,WR,DEN,3,0,0,0,1,3,1,0,0,0,0,0,0
00-0031051,J.Brown,2021,2022,WR,BUF,2,11.2,5.6,0,0.5,2,1,1,0.5,42,21,1,0.5
00-0031166,S.Roberts,2019,2020,WR,CAR,3,7.1,2.3667,0,1,6,2,4,1.3333,31,10.3333,0,0
00-0031235,O.Beckham,2019,2020,WR,CLE,7,86.82,12.4029,0.1429,0.2857,43,6.1429,23,3.2857,319,45.5714,3,0.4286
00-0031235,O.Beckham,2020,2021,WR,CLE,14,129.1,9.2214,0,0.4286,82,5.8571,44,3.1429,537,38.3571,5,0.3571
00-0031235,O.Beckham,2022,2023,WR,BAL,14,107.5,7.6786,0,0.3571,64,4.5714,35,2.5,565,40.3571,3,0.2143
00-0031235,O.Beckham,2023,2024,WR,MIA,8,14.5,1.8125,0,1,19,2.375,9,1.125,55,6.875,0,0
00-0031236,B.Cooks,2019,2020,WR,HOU,15,232,15.4667,0.2667,0.1333,119,7.9333,81,5.4,1150,76.6667,6,0.4
00-0031236,B.Cooks,2020,2021,WR,HOU,16,231.8,14.4875,0.25,0.0625,134,8.375,90,5.625,1037,64.8125,6,0.375
00-0031236,B.Cooks,2021,2022,WR,HOU,13,145.6,11.2,0.0769,0.0769,93,7.1538,57,4.3846,699,53.7692,3,0.2308
00-0031236,B.Cooks,2022,2023,WR,DAL,16,173.2,10.825,0.0625,0.3125,81,5.0625,54,3.375,657,41.0625,8,0.5
00-0031236,B.Cooks,2023,2024,WR,DAL,10,69.6,6.96,0,0.4,54,5.4,26,2.6,259,25.9,3,0.3
00-0031319,D.Spencer,2019,2020,WR,DEN,5,13.5,2.7,0,0.8,6,1.2,3,0.6,26,5.2,0,0
00-0031319,D.Spencer,2020,2021,WR,DEN,4,0.7,0.175,0,1,4,1,1,0.25,-3,-0.75,0,0
00-0031325,S.Watkins,2019,2020,WR,KC,10,87.4,8.74,0.1,0.2,55,5.5,37,3.7,421,42.1,2,0.2
00-0031325,S.Watkins,2020,2021,WR,BAL,11,70.4,6.4,0,0.3636,49,4.4545,27,2.4545,394,35.8182,1,0.0909
00-0031325,S.Watkins,2021,2022,WR,GB,9,46.5,5.1667,0,0.4444,27,3,16,1.7778,325,36.1111,0,0
00-0031339,D.Moncrief,2019,2020,WR,NE,2,2.9,1.45,0,1,2,1,1,0.5,15,7.5,0,0
00-0031381,D.Adams,2019,2020,WR,GB,14,358.4,25.6,0.5714,0,149,10.6429,115,8.2143,1374,98.1429,18,1.2857
00-0031381,D.Adams,2020,2021,WR,GB,16,344.3,21.5188,0.4375,0,169,10.5625,123,7.6875,1553,97.0625,11,0.6875
00-0031381,D.Adams,2021,2022,WR,LV,17,335.5,19.7353,0.4118,0.1176,180,10.5882,100,5.8824,1516,89.1765,14,0.8235
00-0031381,D.Adams,2022,2023,WR,LV,17,265.4,15.6118,0.2941,0.1765,175,10.2941,103,6.0588,1144,67.2941,8,0.4706
00-0031381,D.Adams,2023,2024,WR,LV,14,241.3,17.2357,0.3571,0,141,10.0714,85,6.0714,1063,75.9286,8,0.5714
00-0031382,J.Landry,2019,2020,WR,CLE,15,187.96,12.5307,0.1333,0.0667,101,6.7333,72,4.8,840,56,3,0.2
00-0031382,J.Landry,2020,2021,WR,CLE,12,133,11.0833,0,0.1667,87,7.25,52,4.3333,570,47.5,2,0.1667
00-0031382,J.Landry,2021,2022,WR,NO,9,60.2,6.6889,0,0.5556,39,4.3333,25,2.7778,272,30.2222,1,0.1111
00-0031408,M.Evans,2019,2020,WR,TB,16,248.6,15.5375,0.25,0.0625,109,6.8125,70,4.375,1006,62.875,13,0.8125
00-0031408,M.Evans,2020,2021,WR,TB,16,262.5,16.4062,0.375,0.1875,114,7.125,74,4.625,1035,64.6875,14,0.875
00-0031408,M.Evans,2021,2022,WR,TB,15,225.4,15.0267,0.1333,0,127,8.4667,77,5.1333,1124,74.9333,6,0.4
00-0031408,M.Evans,2022,2023,WR,TB,17,282.5,16.6176,0.3529,0.0588,136,8,79,4.6471,1255,73.8235,13,0.7647
00-0031408,M.Evans,2023,2024,WR,TB,14,240.4,17.1714,0.4286,0.0714,110,7.8571,74,5.2857,1004,71.7143,11,0.7857
00-0031428,A.Robinson,2019,2020,WR,CHI,16,262.9,16.4313,0.375,0,151,9.4375,102,6.375,1250,78.125,6,0.375
00-0031428,A.Robinson,2020,2021,WR,CHI,12,87,7.25,0,0.25,66,5.5,38,3.1667,410,34.1667,1,0.0833
00-0031428,A.Robinson,2021,2022,WR,LA,10,84.9,8.49,0,0.4,52,5.2,33,3.3,339,33.9,3,0.3
00-0031428,A.Robinson,2022,2023,WR,PIT,15,62,4.1333,0,0.6667,49,3.2667,34,2.2667,280,18.6667,0,0
00-0031428,A.Robinson,2023,2024,WR,DET,6,6,1,0,1,7,1.1667,3,0.5,30,5,0,0
00-0031544,A.Cooper,2019,2020,WR,DAL,16,236.8,14.8,0.1875,0.1875,130,8.125,92,5.75,1114,69.625,5,0.3125
00-0031544,A.Cooper,2020,2021,WR,DAL,15,202.5,13.5,0.2,0.0667,104,6.9333,68,4.5333,865,57.6667,8,0.5333
00-0031544,A.Cooper,2021,2022,WR,CLE,17,246,14.4706,0.3529,0.1176,132,7.7647,78,4.5882,1160,68.2353,9,0.5294
00-0031544,A.Cooper,2022,2023,WR,CLE,15,227,15.1333,0.2667,0.2,128,8.5333,72,4.8,1250,83.3333,5,0.3333
00-0031544,A.Cooper,2023,2024,WR,CLE,13,122.7,9.4385,0.0769,0.3846,85,6.5385,44,3.3846,547,42.0769,4,0.3077
00-0031545,K.White,2020,2021,WR,NO,3,4.8,1.6,0,1,5,1.6667,1,0.3333,38,12.6667,0,0
00-0031545,K.White,2021,2022,WR,NO,4,9.4,2.35,0,0.75,5,1.25,2,0.5,74,18.5,0,0
00-0031547,D.Parker,2019,2020,WR,MIA,14,166.3,11.8786,0.0714,0.0714,103,7.3571,63,4.5,793,56.6429,4,0.2857
00-0031547,D.Parker,2020,2021,WR,MIA,9,103.5,11.5,0,0.1111,73,8.1111,40,4.4444,515,57.2222,2,0.2222
00-0031547,D.Parker,2021,2022,WR,NE,12,102.9,8.575,0.1667,0.5,47,3.9167,31,2.5833,539,44.9167,3,0.25
00-0031547,D.Parker,2022,2023,WR,NE,13,72.4,5.5692,0,0.5385,55,4.2308,33,2.5385,394,30.3077,0,0
00-0031549,N.Agholor,2019,2020,WR,LV,16,185.6,11.6,0.25,0.1875,82,5.125,48,3,896,56,8,0.5
00-0031549,N.Agholor,2020,2021,WR,NE,14,103.4,7.3857,0,0.3571,64,4.5714,37,2.6429,473,33.7857,3,0.2143
00-0031549,N.Agholor,2021,2022,WR,NE,14,75.2,5.3714,0.0714,0.7143,53,3.7857,31,2.2143,362,25.8571,2,0.1429
00-0031549,N.Agholor,2022,2023,WR,BAL,16,97.1,6.0688,0,0.4375,45,2.8125,35,2.1875,381,23.8125,4,0.25
00-0031549,N.Agholor,2023,2024,WR,BAL,13,49.1,3.7769,0,0.7692,29,2.2308,14,1.0769,231,17.7692,2,0.1538
00-0031588,S.Diggs,2019,2020,WR,BUF,16,328.6,20.5375,0.4375,0,166,10.375,127,7.9375,1535,95.9375,8,0.5
00-0031588,S.Diggs,2020,2021,WR,BUF,17,285.5,16.7941,0.2941,0,164,9.6471,103,6.0588,1225,72.0588,10,0.5882
00-0031588,S.Diggs,2021,2022,WR,BUF,16,316.6,19.7875,0.5625,0.0625,154,9.625,108,6.75,1429,89.3125,11,0.6875
00-0031588,S.Diggs,2022,2023,WR,BUF,17,273.8,16.1059,0.2941,0,160,9.4118,107,6.2941,1183,69.5882,8,0.4706
00-0031588,S.Diggs,2023,2024,WR,HOU,8,121.92,15.24,0.125,0,64,8,47,5.875,496,62,3,0.375
00-0031763,D.Carter,2019,2020,WR,HOU,1,1.8,1.8,0,1,2,2,1,1,8,8,0,0
00-0031763,D.Carter,2020,2021,WR,WAS,15,86.5,5.7667,0,0.6,44,2.9333,24,1.6,296,19.7333,3,0.2
00-0031763,D.Carter,2021,2022,WR,LAC,16,114.3,7.1437,0.0625,0.4375,65,4.0625,46,2.875,538,33.625,3,0.1875
00-0031763,D.Carter,2022,2023,WR,LV,8,9.7,1.2125,0,1,7,0.875,4,0.5,39,4.875,0,0
00-0031763,D.Carter,2023,2024,WR,CHI,5,16.2,3.24,0,0.6,14,2.8,9,1.8,72,14.4,0,0
00-0031787,J.Kumerow,2019,2020,WR,BUF,1,9.2,9.2,0,0,1,1,1,1,22,22,1,1
00-0031787,J.Kumerow,2020,2021,WR,BUF,4,4.8,1.2,0,1,6,1.5,2,0.5,28,7,0,0
00-0031787,J.Kumerow,2021,2022,WR,BUF,4,10.4,2.6,0,0.75,7,1.75,4,1,64,16,0,0
00-0031868,D.Byrd,2019,2020,WR,NE,14,114.9,8.2071,0.0714,0.2857,77,5.5,47,3.3571,604,43.1429,1,0.0714
00-0031868,D.Byrd,2020,2021,WR,CHI,11,66.9,6.0818,0,0.5455,38,3.4545,26,2.3636,329,29.9091,1,0.0909
00-0031868,D.Byrd,2021,2022,WR,ATL,12,51.8,4.3167,0,0.75,23,1.9167,13,1.0833,268,22.3333,2,0.1667
00-0031868,D.Byrd,2022,2023,WR,ATL,1,0,0,0,1,2,2,0,0,0,0,0,0
00-0031934,D.Smith,2020,2021,WR,JAX,1,0,0,0,1,1,1,0,0,0,0,0,0
00-0031941,J.Crowder,2019,2020,WR,NYJ,12,172.02,14.335,0.3333,0.1667,89,7.4167,59,4.9167,699,58.25,6,0.5
00-0031941,J.Crowder,2020,2021,WR,NYJ,12,109.7,9.1417,0,0.25,71,5.9167,51,4.25,447,37.25,2,0.1667
00-0031941,J.Crowder,2021,2022,WR,BUF,4,12,3,0,0.75,13,3.25,6,1.5,60,15,0,0
00-0031941,J.Crowder,2022,2023,WR,WAS,7,37.9,5.4143,0.1429,0.7143,20,2.8571,16,2.2857,159,22.7143,1,0.1429
00-0031941,J.Crowder,2023,2024,WR,WAS,4,28.2,7.05,0,0.25,13,3.25,9,2.25,72,18,2,0.5
00-0032009,A.Humphries,2019,2020,WR,TEN,7,57.8,8.2571,0,0.4286,35,5,23,3.2857,228,32.5714,2,0.2857
00-0032009,A.Humphries,2020,2021,WR,WAS,17,79.3,4.6647,0,0.5294,62,3.6471,41,2.4118,383,22.5294,0,0
00-0032054,B.Perriman,2019,2020,WR,NYJ,12,99.1,8.2583,0.0833,0.5,60,5,30,2.5,505,42.0833,3,0.25
00-0032054,B.Perriman,2020,2021,WR,TB,5,33.4,6.68,0,0.4,18,3.6,11,2.2,167,33.4,1,0.2
00-0032054,B.Perriman,2021,2022,WR,TB,8,23.3,2.9125,0,0.75,19,2.375,9,1.125,110,13.75,1,0.125
00-0032128,C.Conley,2019,2020,WR,JAX,14,97.1,6.9357,0,0.2857,63,4.5,40,2.8571,471,33.6429,2,0.1429
00-0032128,C.Conley,2020,2021,WR,HOU,14,64.6,4.6143,0,0.7143,37,2.6429,22,1.5714,323,23.0714,2,0.1429
00-0032128,C.Conley,2021,2022,WR,HOU,4,8.6,2.15,0,1,7,1.75,4,1,46,11.5,0,0
00-0032128,C.Conley,2022,2023,WR,SF,1,9.9,9.9,0,0,6,6,3,3,69,69,0,0
00-0032128,C.Conley,2023,2024,WR,SF,7,13.6,1.9429,0,0.8571,12,1.7143,6,0.8571,76,10.8571,0,0
00-0032160,T.Williams,2020,2021,WR,DET,1,3.4,3.4,0,1,3,3,2,2,14,14,0,0
00-0032200,T.Montgomery,2019,2020,WR,NO,4,15.8,3.95,0,0.75,6,1.5,3,0.75,27,6.75,0,0
00-0032200,T.Montgomery,2020,2021,WR,NO,11,29.9,2.7182,0,0.7273,26,2.3636,16,1.4545,95,8.6364,0,0
00-0032200,T.Montgomery,2021,2022,WR,NE,1,10.3,10.3,0,0,4,4,3,3,15,15,1,1
00-0032200,T.Montgomery,2022,2023,WR,NE,7,9.9,1.4143,0,1,12,1.7143,5,0.7143,40,5.7143,0,0
00-0032208,P.Dorsett,2020,2021,WR,JAX,5,18,3.6,0,0.6,14,2.8,7,1.4,110,22,0,0
00-0032208,P.Dorsett,2021,2022,WR,HOU,14,51.7,3.6929,0,0.7857,40,2.8571,20,1.4286,257,18.3571,1,0.0714
00-0032208,P.Dorsett,2022,2023,WR,DEN,2,0,0,0,1,3,1.5,0,0,0,0,0,0
00-0032211,T.Lockett,2019,2020,WR,SEA,16,265.4,16.5875,0.25,0,132,8.25,100,6.25,1054,65.875,10,0.625
00-0032211,T.Lockett,2020,2021,WR,SEA,16,241.4,15.0875,0.3125,0.125,107,6.6875,73,4.5625,1175,73.4375,8,0.5
00-0032211,T.Lockett,2021,2022,WR,SEA,16,239.3,14.9563,0.125,0.125,117,7.3125,84,5.25,1033,64.5625,9,0.5625
00-0032211,T.Lockett,2022,2023,WR,SEA,17,202.4,11.9059,0.1765,0.1176,122,7.1765,79,4.6471,894,52.5882,5,0.2941
00-0032211,T.Lockett,2023,2024,WR,SEA,17,121,7.1176,0,0.5294,74,4.3529,49,2.8824,600,35.2941,2,0.1176
00-0032355,C.Rogers,2020,2021,WR,TEN,16,67,4.1875,0,0.6875,43,2.6875,30,1.875,301,18.8125,1,0.0625
00-0032385,S.Shepard,2019,2020,WR,NYG,12,162.5,13.5417,0.1667,0,90,7.5,66,5.5,656,54.6667,3,0.25
00-0032385,S.Shepard,2020,2021,WR,NYG,7,77.7,11.1,0.1429,0.4286,53,7.5714,36,5.1429,366,52.2857,1,0.1429
00-0032385,S.Shepard,2021,2022,WR,NYG,3,34.4,11.4667,0,0,24,8,13,4.3333,154,51.3333,1,0.3333
00-0032385,S.Shepard,2022,2023,WR,NYG,10,22.3,2.23,0,0.8,22,2.2,10,1,57,5.7,1,0.1
00-0032385,S.Shepard,2023,2024,WR,TB,13,80.3,6.1769,0,0.4615,51,3.9231,32,2.4615,334,25.6923,1,0.0769
00-0032398,C.Moore,2020,2021,WR,HOU,8,55.7,6.9625,0.125,0.5,22,2.75,21,2.625,227,28.375,2,0.25
00-0032398,C.Moore,2021,2022,WR,HOU,15,115.1,7.6733,0.0667,0.3333,74,4.9333,48,3.2,548,36.5333,2,0.1333
00-0032398,C.Moore,2022,2023,WR,TEN,15,68.3,4.5533,0,0.5333,35,2.3333,22,1.4667,424,28.2667,0,0
00-0032464,K.Raymond,2019,2020,WR,TEN,8,27.4,3.425,0,0.75,15,1.875,9,1.125,187,23.375,0,0
00-0032464,K.Raymond,2020,2021,WR,DET,16,132.4,8.275,0.0625,0.4375,71,4.4375,48,3,576,36,4,0.25
00-0032464,K.Raymond,2021,2022,WR,DET,16,116.2,7.2625,0,0.3125,64,4,47,2.9375,616,38.5,0,0
00-0032464,K.Raymond,2022,2023,WR,DET,17,97.4,5.7294,0,0.5294,44,2.5882,35,2.0588,489,28.7647,1,0.0588
00-0032464,K.Raymond,2023,2024,WR,DET,10,56.5,5.65,0,0.5,22,2.2,17,1.7,215,21.5,2,0.2
00-0032543,A.Erickson,2019,2020,WR,CIN,9,24.6,2.7333,0,0.8889,17,1.8889,12,1.3333,139,15.4444,0,0
00-0032543,A.Erickson,2020,2021,WR,CAR,4,8.5,2.125,0,1,4,1,3,0.75,55,13.75,0,0
00-0032543,A.Erickson,2022,2023,WR,LAC,8,45.2,5.65,0,0.625,29,3.625,16,2,232,29,1,0.125
00-0032626,G.Allison,2020,2021,WR,DET,1,0,0,0,1,2,2,0,0,0,0,0,0
00-0032688,R.Chosen,2019,2020,WR,CAR,16,224.1,14.0062,0.0625,0.0625,136,8.5,95,5.9375,1096,68.5,3,0.1875
00-0032688,R.Chosen,2020,2021,WR,CAR,17,138.5,8.1471,0.0588,0.3529,110,6.4706,53,3.1176,519,30.5294,5,0.2941
00-0032688,R.Chosen,2021,2022,WR,CAR,12,52.2,4.35,0.0833,0.75,44,3.6667,20,1.6667,282,23.5,1,0.0833
00-0032688,R.Chosen,2022,2023,WR,MIA,5,22.6,4.52,0,0.6,6,1.2,4,0.8,126,25.2,1,0.2
00-0032688,R.Chosen,2023,2024,WR,MIA,1,1.5,1.5,0,1,4,4,1,1,5,5,0,0
00-0032765,M.Thomas,2019,2020,WR,NO,7,83.9,11.9857,0,0.2857,55,7.8571,40,5.7143,438,62.5714,0,0
00-0032765,M.Thomas,2021,2022,WR,NO,3,51.1,17.0333,0.3333,0,22,7.3333,16,5.3333,171,57,3,1
00-0032765,M.Thomas,2022,2023,WR,NO,10,89.8,8.98,0,0.2,64,6.4,39,3.9,448,44.8,1,0.1
00-0032775,D.Robinson,2019,2020,WR,KC,15,107.6,7.1733,0,0.3333,59,3.9333,45,3,466,31.0667,3,0.2
00-0032775,D.Robinson,2020,2021,WR,KC,14,69.4,4.9571,0,0.7143,41,2.9286,25,1.7857,264,18.8571,3,0.2143
00-0032775,D.Robinson,2021,2022,WR,BAL,16,103.8,6.4875,0.0625,0.5,75,4.6875,48,3,458,28.625,2,0.125
00-0032775,D.Robinson,2022,2023,WR,LA,8,87.4,10.925,0.125,0.375,39,4.875,26,3.25,371,46.375,4,0.5
00-0032775,D.Robinson,2023,2024,WR,LA,17,123.5,7.2647,0.0588,0.4706,64,3.7647,31,1.8235,505,29.7059,7,0.4118
00-0032778,T.Sharpe,2019,2020,WR,MIN,3,0,0,0,1,3,1,0,0,0,0,0,0
00-0032778,T.Sharpe,2020,2021,WR,ATL,14,48,3.4286,0,0.8571,37,2.6429,25,1.7857,230,16.4286,0,0
00-0032791,J.Grant,2019,2020,WR,MIA,14,87.3,6.2357,0,0.2857,54,3.8571,36,2.5714,373,26.6429,1,0.0714
00-0032791,J.Grant,2020,2021,WR,MIA,7,43.5,6.2143,0,0.7143,17,2.4286,11,1.5714,132,18.8571,2,0.2857
00-0032881,T.Lewis,2019,2020,WR,NO,4,2.9,0.725,0,1,3,0.75,1,0.25,5,1.25,0,0
00-0032881,T.Lewis,2020,2021,WR,MIA,1,1.7,1.7,0,1,2,2,1,1,7,7,0,0
00-0032951,L.Treadwell,2019,2020,WR,ATL,4,22.9,5.725,0,0.5,7,1.75,6,1.5,49,12.25,2,0.5
00-0032951,L.Treadwell,2020,2021,WR,JAX,12,82.4,6.8667,0,0.4167,51,4.25,33,2.75,434,36.1667,1,0.0833
00-0032951,L.Treadwell,2021,2022,WR,SEA,3,10.2,3.4,0,0.6667,10,3.3333,6,2,42,14,0,0
00-0032951,L.Treadwell,2022,2023,WR,BAL,1,2.6,2.6,0,1,3,3,1,1,16,16,0,0
00-0032977,R.Higgins,2019,2020,WR,CLE,12,120.9,10.075,0.0833,0.25,52,4.3333,37,3.0833,599,49.9167,4,0.3333
00-0032977,R.Higgins,2020,2021,WR,CLE,12,57.5,4.7917,0,0.6667,47,3.9167,24,2,275,22.9167,1,0.0833
00-0032980,M.Johnson,2019,2020,WR,IND,8,39.5,4.9375,0,0.625,28,3.5,14,1.75,255,31.875,0,0
00-0032980,M.Johnson,2020,2021,WR,TEN,7,24.8,3.5429,0,0.7143,19,2.7143,9,1.2857,160,22.8571,0,0
00-0032980,M.Johnson,2021,2022,WR,NYG,5,18.9,3.78,0,0.6,22,4.4,9,1.8,99,19.8,0,0
00-0033006,J.Mickens,2019,2020,WR,TB,2,12.8,6.4,0,0.5,10,5,7,3.5,58,29,0,0
00-0033006,J.Mickens,2020,2021,WR,JAX,2,3,1.5,0,1,3,1.5,2,1,10,5,0,0
00-0033009,T.Boyd,2019,2020,WR,CIN,15,192.64,12.8427,0.2,0.2,110,7.3333,79,5.2667,841,56.0667,4,0.2667
00-0033009,T.Boyd,2020,2021,WR,CIN,16,183.84,11.49,0.125,0.1875,94,5.875,67,4.1875,828,51.75,5,0.3125
00-0033009,T.Boyd,2021,2022,WR,CIN,16,167.12,10.445,0.125,0.125,82,5.125,58,3.625,762,47.625,5,0.3125
00-0033009,T.Boyd,2022,2023,WR,CIN,17,144.8,8.5176,0,0.2353,98,5.7647,67,3.9412,667,39.2353,2,0.1176
00-0033009,T.Boyd,2023,2024,WR,TEN,15,78.3,5.22,0,0.5333,57,3.8,39,2.6,390,26,0,0
00-0033040,T.Hill,2019,2020,WR,KC,15,328.9,21.9267,0.4667,0,135,9,87,5.8,1276,85.0667,15,1
00-0033040,T.Hill,2020,2021,WR,KC,17,296.5,17.4412,0.4118,0.1765,159,9.3529,111,6.5294,1239,72.8824,9,0.5294
00-0033040,T.Hill,2021,2022,WR,MIA,17,341.2,20.0706,0.4118,0.0588,170,10,119,7,1710,100.5882,7,0.4118
00-0033040,T.Hill,2022,2023,WR,MIA,16,376.4,23.525,0.625,0,171,10.6875,119,7.4375,1799,112.4375,13,0.8125
00-0033040,T.Hill,2023,2024,WR,MIA,17,218.2,12.8353,0.1765,0.1176,122,7.1765,81,4.7647,959,56.4118,6,0.3529
00-0033094,M.Hall,2019,2020,WR,DET,11,60.3,5.4818,0,0.6364,32,2.9091,18,1.6364,302,27.4545,2,0.1818
00-0033094,M.Hall,2020,2021,WR,ATL,1,2,2,0,1,1,1,1,1,10,10,0,0
00-0033111,P.Cooper,2019,2020,WR,CAR,5,12.3,2.46,0,0.8,8,1.6,5,1,73,14.6,0,0
00-0033111,P.Cooper,2020,2021,WR,NYG,6,7.6,1.2667,0,1,11,1.8333,4,0.6667,33,5.5,0,0
00-0033111,P.Cooper,2021,2022,WR,ARI,2,4.1,2.05,0,1,2,1,2,1,6,3,0,0
00-0033114,M.Thomas,2019,2020,WR,CIN,10,30.3,3.03,0,0.8,21,2.1,13,1.3,132,13.2,1,0.1
00-0033114,M.Thomas,2020,2021,WR,CIN,7,10.2,1.4571,0,1,11,1.5714,5,0.7143,52,7.4286,0,0
00-0033114,M.Thomas,2021,2022,WR,CIN,4,7.8,1.95,0,1,10,2.5,2,0.5,38,9.5,0,0
00-0033127,W.Fuller,2019,2020,WR,HOU,11,188.9,17.1727,0.3636,0.0909,75,6.8182,53,4.8182,879,79.9091,8,0.7273
00-0033127,W.Fuller,2020,2021,WR,MIA,2,8.6,4.3,0,0.5,8,4,4,2,26,13,0,0
00-0033215,C.Grayson,2019,2020,WR,TB,2,0,0,0,1,3,1.5,0,0,0,0,0,0
00-0033215,C.Grayson,2020,2021,WR,TB,3,44.6,14.8667,0.3333,0,12,4,10,3.3333,212,70.6667,2,0.6667
00-0033251,Z.Pascal,2019,2020,WR,IND,16,136.9,8.5563,0.0625,0.3125,71,4.4375,44,2.75,629,39.3125,5,0.3125
00-0033251,Z.Pascal,2020,2021,WR,IND,16,94.5,5.9062,0.0625,0.5625,69,4.3125,38,2.375,384,24,3,0.1875
00-0033251,Z.Pascal,2021,2022,WR,PHI,12,36,3,0,0.9167,19,1.5833,15,1.25,150,12.5,1,0.0833
00-0033251,Z.Pascal,2022,2023,WR,ARI,9,5.9,0.6556,0,1,15,1.6667,4,0.4444,19,2.1111,0,0
00-0033266,J.Natson,2019,2020,WR,CLE,1,0.3,0.3,0,1,0,0,0,0,0,0,0,0
00-0033282,C.Samuel,2019,2020,WR,CAR,15,212.1,14.14,0.2667,0.0667,97,6.4667,77,5.1333,851,56.7333,3,0.2
00-0033282,C.Samuel,2020,2021,WR,WAS,5,9.8,1.96,0,0.8,9,1.8,6,1.2,27,5.4,0,0
00-0033282,C.Samuel,2021,2022,WR,WAS,17,176.3,10.3706,0.0588,0.2353,92,5.4118,64,3.7647,656,38.5882,4,0.2353
00-0033282,C.Samuel,2022,2023,WR,WAS,16,157.2,9.825,0.0625,0.1875,91,5.6875,62,3.875,613,38.3125,4,0.25
00-0033282,C.Samuel,2023,2024,WR,BUF,14,63.7,4.55,0,0.6429,46,3.2857,31,2.2143,253,18.0714,1,0.0714
00-0033292,T.Taylor,2019,2020,WR,SF,7,18.6,2.6571,0,0.8571,21,3,10,1.4286,86,12.2857,0,0
00-0033292,T.Taylor,2020,2021,WR,CIN,1,6.1,6.1,0,0,3,3,2,2,41,41,0,0
00-0033292,T.Taylor,2021,2022,WR,CIN,6,13.7,2.2833,0,0.8333,10,1.6667,6,1,62,10.3333,0,0
00-0033292,T.Taylor,2022,2023,WR,CHI,3,-0.2,-0.0667,0,1,2,0.6667,0,0,0,0,0,0
00-0033292,T.Taylor,2023,2024,WR,SF,1,2.1,2.1,0,1,1,1,1,1,11,11,0,0
00-0033307,K.Bourne,2019,2020,WR,SF,15,129.7,8.6467,0,0.1333,74,4.9333,49,3.2667,667,44.4667,2,0.1333
