player_id,player_name,feature_season,outcome_season,position,team,outcome_games_played,outcome_total_ppr,outcome_ppg,outcome_spike_week_rate,outcome_dud_week_rate,outcome_total_targets,outcome_targets_per_game,outcome_total_receptions,outcome_receptions_per_game,outcome_total_receiving_yards,outcome_receiving_yards_per_game,outcome_total_receiving_tds,outcome_receiving_tds_per_game
00-0034777,D.Chark,2021,2022,WR,DET,11,98.2,8.9273,0.0909,0.3636,52,4.7273,30,2.7273,502,45.6364,3,0.2727
00-0034777,D.Chark,2022,2023,WR,CAR,14,115.5,8.25,0.0714,0.5,66,4.7143,35,2.5,525,37.5,5,0.3571
00-0034777,D.Chark,2023,2024,WR,LAC,4,13.1,3.275,0,0.75,10,2.5,4,1,31,7.75,1,0.25
00-0034827,D.Moore,2019,2020,WR,CAR,15,211.5,14.1,0.2,0.0667,118,7.8667,66,4.4,1193,79.5333,4,0.2667
00-0034827,D.Moore,2020,2021,WR,CAR,17,237.5,13.9706,0.1765,0,163,9.5882,93,5.4706,1157,68.0588,4,0.2353
00-0034827,D.Moore,2021,2022,WR,CAR,17,199.1,11.7118,0.2353,0.2941,118,6.9412,63,3.7059,888,52.2353,7,0.4118
00-0034827,D.Moore,2022,2023,WR,CHI,17,286.5,16.8529,0.3529,0.1176,136,8,96,5.6471,1364,80.2353,8,0.4706
00-0034827,D.Moore,2023,2024,WR,CHI,17,238.1,14.0059,0.2353,0,140,8.2353,98,5.7647,966,56.8235,6,0.3529
00-0034837,C.Ridley,2019,2020,WR,ATL,15,281.5,18.7667,0.3333,0.0667,143,9.5333,90,6,1374,91.6,9,0.6
00-0034837,C.Ridley,2020,2021,WR,ATL,5,71.1,14.22,0,0,52,10.4,31,6.2,281,56.2,2,0.4
00-0034837,C.Ridley,2022,2023,WR,JAX,17,229.9,13.5235,0.3529,0.1176,136,8,76,4.4706,1016,59.7647,8,0.4706
00-0034837,C.Ridley,2023,2024,WR,TEN,17,199.2,11.7176,0.1765,0.1765,120,7.0588,64,3.7647,1017,59.8235,4,0.2353
00-0034854,K.Hodge,2019,2020,WR,CLE,7,29,4.1429,0,0.5714,17,2.4286,11,1.5714,180,25.7143,0,0
00-0034854,K.Hodge,2020,2021,WR,DET,10,30.7,3.07,0,0.9,27,2.7,13,1.3,157,15.7,0,0
00-0034854,K.Hodge,2021,2022,WR,ATL,9,41.2,4.5778,0,0.5556,20,2.2222,13,1.4444,202,22.4444,1,0.1111
00-0034854,K.Hodge,2022,2023,WR,ATL,13,37.2,2.8615,0,0.8462,23,1.7692,14,1.0769,232,17.8462,0,0
00-0034854,K.Hodge,2023,2024,WR,ATL,6,32.1,5.35,0,0.6667,12,2,7,1.1667,131,21.8333,1,0.1667
00-0034860,D.Pettis,2019,2020,WR,SF,3,17.6,5.8667,0,0.3333,6,2,4,1.3333,76,25.3333,1,0.3333
00-0034860,D.Pettis,2020,2021,WR,NYG,2,25.34,12.67,0,0,16,8,10,5,87,43.5,1,0.5
00-0034860,D.Pettis,2021,2022,WR,CHI,14,65.2,4.6571,0,0.7143,41,2.9286,19,1.3571,245,17.5,3,0.2143
00-0034860,D.Pettis,2023,2024,WR,NO,8,32,4,0,0.625,28,3.5,12,1.5,120,15,1,0.125
00-0034867,M.Turner,2020,2021,WR,DAL,7,44.9,6.4143,0.1429,0.7143,16,2.2857,12,1.7143,149,21.2857,3,0.4286
00-0034928,S.Sims,2019,2020,WR,WAS,11,61.3,5.5727,0,0.4545,37,3.3636,27,2.4545,265,24.0909,1,0.0909
00-0034928,S.Sims,2021,2022,WR,PIT,11,31.4,2.8545,0,0.8182,23,2.0909,14,1.2727,104,9.4545,0,0
00-0034928,S.Sims,2022,2023,WR,HOU,2,5.6,2.8,0,1,3,1.5,3,1.5,25,12.5,0,0
00-0034928,S.Sims,2023,2024,WR,HOU,1,0,0,0,1,0,0,0,0,0,0,0,0
00-0034930,T.Benson,2020,2021,WR,DET,7,20.3,2.9,0,0.8571,22,3.1429,10,1.4286,103,14.7143,0,0
00-0034960,J.Meyers,2019,2020,WR,NE,12,142.52,11.8767,0.0833,0.1667,81,6.75,59,4.9167,729,60.75,0,0
00-0034960,J.Meyers,2020,2021,WR,NE,16,186.3,11.6438,0.0625,0.0625,126,7.875,83,5.1875,866,54.125,2,0.125
00-0034960,J.Meyers,2021,2022,WR,NE,14,184.3,13.1643,0.2143,0,96,6.8571,67,4.7857,804,57.4286,6,0.4286
00-0034960,J.Meyers,2022,2023,WR,LV,16,218.58,13.6612,0.25,0.125,106,6.625,71,4.4375,807,50.4375,8,0.5
00-0034960,J.Meyers,2023,2024,WR,LV,15,218,14.5333,0.2,0,129,8.6,87,5.8,1027,68.4667,4,0.2667
00-0034983,H.Renfrow,2019,2020,WR,LV,16,131.6,8.225,0.0625,0.125,77,4.8125,56,3.5,656,41,2,0.125
00-0034983,H.Renfrow,2020,2021,WR,LV,17,259.1,15.2412,0.1765,0,128,7.5294,103,6.0588,1038,61.0588,9,0.5294
00-0034983,H.Renfrow,2021,2022,WR,LV,10,79,7.9,0,0.3,50,5,36,3.6,330,33,2,0.2
00-0034983,H.Renfrow,2022,2023,WR,LV,13,48.5,3.7308,0,0.6923,37,2.8462,25,1.9231,255,19.6154,0,0
00-0035006,O.Johnson,2019,2020,WR,MIN,8,34.9,4.3625,0,0.75,19,2.375,14,1.75,189,23.625,0,0
00-0035021,A.Dulin,2019,2020,WR,IND,7,9.4,1.3429,0,1,6,0.8571,3,0.4286,53,7.5714,0,0
00-0035021,A.Dulin,2020,2021,WR,IND,14,45.5,3.25,0,0.8571,22,1.5714,13,0.9286,173,12.3571,2,0.1429
00-0035021,A.Dulin,2021,2022,WR,IND,7,42.5,6.0714,0,0.4286,22,3.1429,15,2.1429,207,29.5714,1,0.1429
00-0035021,A.Dulin,2023,2024,WR,IND,9,19.2,2.1333,0,0.8889,8,0.8889,2,0.2222,67,7.4444,1,0.1111
00-0035022,P.Hart,2019,2020,WR,SEA,1,3.2,3.2,0,1,1,1,1,1,3,3,0,0
00-0035022,P.Hart,2020,2021,WR,SEA,9,12.9,1.4333,0,1,12,1.3333,7,0.7778,59,6.5556,0,0
00-0035022,P.Hart,2021,2022,WR,SEA,3,5,1.6667,0,1,4,1.3333,3,1,20,6.6667,0,0
00-0035045,D.Montgomery,2020,2021,WR,NYJ,1,6.6,6.6,0,0,6,6,3,3,36,36,0,0
00-0035045,D.Montgomery,2022,2023,WR,IND,2,14.6,7.3,0,0.5,8,4,3,1.5,56,28,1,0.5
00-0035101,D.Davis,2020,2021,WR,HOU,2,2.7,1.35,0,1,3,1.5,1,0.5,17,8.5,0,0
00-0035120,K.Doss,2022,2023,WR,LAC,2,9.3,4.65,0,0.5,13,6.5,6,3,33,16.5,0,0
00-0035126,A.Wesley,2020,2021,WR,ARI,8,57.8,7.225,0,0.5,32,4,19,2.375,208,26,3,0.375
00-0035140,M.Hardman,2019,2020,WR,KC,16,130.1,8.1313,0.0625,0.3125,62,3.875,41,2.5625,560,35,4,0.25
00-0035140,M.Hardman,2020,2021,WR,KC,17,140.9,8.2882,0,0.2941,83,4.8824,59,3.4706,693,40.7647,2,0.1176
00-0035140,M.Hardman,2021,2022,WR,KC,8,93.8,11.725,0.125,0.25,34,4.25,25,3.125,297,37.125,4,0.5
00-0035140,M.Hardman,2022,2023,WR,NYJ,7,27.7,3.9571,0,0.8571,24,3.4286,15,2.1429,124,17.7143,0,0
00-0035140,M.Hardman,2023,2024,WR,KC,7,33.2,4.7429,0,0.7143,14,2,12,1.7143,90,12.8571,0,0
00-0035164,C.Thompson,2022,2023,WR,SEA,1,2,2,0,1,1,1,1,1,10,10,0,0
00-0035181,D.Shepherd,2019,2020,WR,GB,6,9.6,1.6,0,1,8,1.3333,5,0.8333,46,7.6667,0,0
00-0035208,O.Zaccheaus,2019,2020,WR,ATL,9,53.4,5.9333,0.1111,0.6667,32,3.5556,20,2.2222,274,30.4444,1,0.1111
00-0035208,O.Zaccheaus,2020,2021,WR,ATL,15,89.8,5.9867,0.0667,0.5333,53,3.5333,31,2.0667,406,27.0667,3,0.2
00-0035208,O.Zaccheaus,2021,2022,WR,ATL,16,110,6.875,0,0.3125,61,3.8125,40,2.5,533,33.3125,3,0.1875
00-0035208,O.Zaccheaus,2022,2023,WR,PHI,11,38.4,3.4909,0,0.8182,20,1.8182,10,0.9091,164,14.9091,2,0.1818
00-0035208,O.Zaccheaus,2023,2024,WR,WAS,15,114.4,7.6267,0.1333,0.4667,64,4.2667,45,3,506,33.7333,3,0.2
00-0035215,D.Harty,2019,2020,WR,NO,9,49.7,5.5222,0,0.5556,25,2.7778,20,2.2222,186,20.6667,1,0.1111
00-0035215,D.Harty,2020,2021,WR,NO,13,115.1,8.8538,0,0.3077,59,4.5385,36,2.7692,570,43.8462,3,0.2308
00-0035215,D.Harty,2021,2022,WR,NO,2,3.3,1.65,0,1,2,1,2,1,13,6.5,0,0
00-0035215,D.Harty,2022,2023,WR,BUF,12,42,3.5,0,0.75,21,1.75,15,1.25,150,12.5,1,0.0833
00-0035216,D.Johnson,2019,2020,WR,PIT,15,223.8,14.92,0.4,0.2,144,9.6,88,5.8667,923,61.5333,7,0.4667
00-0035216,D.Johnson,2020,2021,WR,PIT,16,274.4,17.15,0.1875,0,169,10.5625,107,6.6875,1161,72.5625,8,0.5
00-0035216,D.Johnson,2021,2022,WR,PIT,17,180.7,10.6294,0.0588,0.0588,147,8.6471,86,5.0588,882,51.8824,0,0
00-0035216,D.Johnson,2022,2023,WR,PIT,13,152.7,11.7462,0.0769,0.2308,87,6.6923,51,3.9231,717,55.1538,5,0.3846
00-0035216,D.Johnson,2023,2024,WR,CAR,11,89.1,8.1,0.1818,0.6364,67,6.0909,33,3,375,34.0909,3,0.2727
00-0035246,J.Arcega-Whiteside,2019,2020,WR,PHI,5,14.5,2.9,0,0.8,8,1.6,4,0.8,85,17,0,0
00-0035246,J.Arcega-Whiteside,2020,2021,WR,PHI,3,5.6,1.8667,0,1,5,1.6667,2,0.6667,36,12,0,0
00-0035287,K.Johnson,2019,2020,WR,ARI,8,32.3,4.0375,0,0.625,23,2.875,15,1.875,173,21.625,0,0
00-0035298,S.Miller,2019,2020,WR,TB,14,102.5,7.3214,0.0714,0.5,53,3.7857,33,2.3571,501,35.7857,3,0.2143
00-0035298,S.Miller,2020,2021,WR,TB,5,19.1,3.82,0,0.8,9,1.8,5,1,38,7.6,0,0
00-0035298,S.Miller,2021,2022,WR,TB,11,42.3,3.8455,0,0.7273,40,3.6364,23,2.0909,185,16.8182,0,0
00-0035298,S.Miller,2022,2023,WR,ATL,9,39.1,4.3444,0,0.5556,16,1.7778,11,1.2222,161,17.8889,2,0.2222
00-0035298,S.Miller,2023,2024,WR,PIT,4,11.9,2.975,0,0.5,9,2.25,5,1.25,69,17.25,0,0
00-0035313,T.Godwin,2019,2020,WR,JAX,2,6.5,3.25,0,0.5,6,3,3,1.5,32,16,0,0
00-0035341,T.Irwin,2019,2020,WR,CIN,1,1.5,1.5,0,1,2,2,1,1,5,5,0,0
00-0035341,T.Irwin,2020,2021,WR,CIN,2,5.4,2.7,0,1,5,2.5,2,1,34,17,0,0
00-0035341,T.Irwin,2021,2022,WR,CIN,9,63.2,7.0222,0,0.6667,23,2.5556,15,1.6667,231,25.6667,4,0.4444
00-0035341,T.Irwin,2022,2023,WR,CIN,10,62.6,6.26,0,0.5,32,3.2,25,2.5,316,31.6,1,0.1
00-0035341,T.Irwin,2023,2024,WR,CIN,4,4.5,1.125,0,1,10,2.5,3,0.75,15,3.75,0,0
00-0035350,P.Williams,2019,2020,WR,MIA,8,74.8,9.35,0.125,0.25,35,4.375,18,2.25,288,36,4,0.5
00-0035350,P.Williams,2020,2021,WR,MIA,6,13.8,2.3,0,0.8333,16,2.6667,6,1,71,11.8333,0,0
00-0035359,D.Sills,2020,2021,WR,NYG,4,3.7,0.925,0,1,6,1.5,2,0.5,17,4.25,0,0
00-0035359,D.Sills,2021,2022,WR,NYG,7,21.6,3.0857,0,0.8571,17,2.4286,11,1.5714,106,15.1429,0,0
00-0035399,S.Morgan,2020,2021,WR,CIN,3,3.4,1.1333,0,1,4,1.3333,2,0.6667,11,3.6667,0,0
00-0035399,S.Morgan,2021,2022,WR,CIN,1,0,0,0,1,1,1,0,0,0,0,0,0
00-0035406,L.Humphrey,2019,2020,WR,NO,2,13.6,6.8,0,0.5,5,2.5,3,1.5,46,23,1,0.5
00-0035406,L.Humphrey,2020,2021,WR,NO,7,49.9,7.1286,0,0.4286,18,2.5714,13,1.8571,249,35.5714,2,0.2857
00-0035406,L.Humphrey,2021,2022,WR,NE,3,4,1.3333,0,1,4,1.3333,2,0.6667,20,6.6667,0,0
00-0035406,L.Humphrey,2022,2023,WR,DEN,11,47.2,4.2909,0,0.7273,19,1.7273,13,1.1818,162,14.7273,3,0.2727
00-0035406,L.Humphrey,2023,2024,WR,DEN,14,64.3,4.5929,0,0.7143,45,3.2143,31,2.2143,293,20.9286,1,0.0714
00-0035414,J.Guyton,2019,2020,WR,LAC,16,97.1,6.0687,0,0.4375,55,3.4375,28,1.75,511,31.9375,3,0.1875
00-0035414,J.Guyton,2020,2021,WR,LAC,16,97.2,6.075,0,0.625,48,3,31,1.9375,448,28,3,0.1875
00-0035414,J.Guyton,2021,2022,WR,LAC,2,8.4,4.2,0,0.5,4,2,2,1,64,32,0,0
00-0035414,J.Guyton,2022,2023,WR,LAC,7,24.9,3.5571,0,0.8571,21,3,10,1.4286,89,12.7143,1,0.1429
00-0035432,J.Moore,2020,2021,WR,LAC,1,8.6,8.6,0,0,4,4,3,3,56,56,0,0
00-0035432,J.Moore,2021,2022,WR,LAC,1,1.5,1.5,0,1,2,2,1,1,5,5,0,0
00-0035457,T.Johnson,2019,2020,WR,LAC,11,79.5,7.2273,0,0.2727,26,2.3636,20,1.8182,398,36.1818,3,0.2727
00-0035457,T.Johnson,2020,2021,WR,JAX,4,3.6,0.9,0,1,5,1.25,2,0.5,16,4,0,0
00-0035457,T.Johnson,2021,2022,WR,HOU,1,1.8,1.8,0,1,1,1,1,1,8,8,0,0
00-0035480,M.Taylor,2019,2020,WR,GB,6,18.5,3.0833,0,0.8333,6,1,5,0.8333,66,11,1,0.1667
00-0035480,M.Taylor,2020,2021,WR,GB,1,3.4,3.4,0,1,3,3,2,2,14,14,0,0
00-0035480,M.Taylor,2022,2023,WR,NYJ,2,3.3,1.65,0,1,4,2,2,1,13,6.5,0,0
00-0035500,G.Dortch,2020,2021,WR,ARI,2,6.9,3.45,0,1,3,1.5,3,1.5,15,7.5,0,0
00-0035500,G.Dortch,2021,2022,WR,ARI,11,115.1,10.4636,0.0909,0.2727,64,5.8182,52,4.7273,467,42.4545,2,0.1818
00-0035500,G.Dortch,2022,2023,WR,ARI,9,64.5,7.1667,0,0.5556,41,4.5556,24,2.6667,280,31.1111,2,0.2222
00-0035500,G.Dortch,2023,2024,WR,ARI,17,90.3,5.3118,0.0588,0.6471,50,2.9412,37,2.1765,342,20.1176,3,0.1765
00-0035510,J.Smith,2019,2020,WR,NYJ,8,33.7,4.2125,0,0.625,37,4.625,17,2.125,167,20.875,0,0
00-0035510,J.Smith,2020,2021,WR,NYJ,8,19.2,2.4,0,0.875,17,2.125,8,1,113,14.125,0,0
00-0035510,J.Smith,2021,2022,WR,NYJ,7,21.4,3.0571,0,0.8571,11,1.5714,8,1.1429,134,19.1429,0,0
00-0035527,A.Isabella,2019,2020,WR,ARI,11,54.8,4.9818,0.0909,0.6364,35,3.1818,21,1.9091,224,20.3636,2,0.1818
00-0035527,A.Isabella,2020,2021,WR,ARI,1,2.3,2.3,0,1,1,1,1,1,13,13,0,0
00-0035527,A.Isabella,2021,2022,WR,ARI,3,4.2,1.4,0,1,5,1.6667,2,0.6667,21,7,0,0
00-0035529,H.Butler,2019,2020,WR,PHI,1,0,0,0,1,1,1,0,0,0,0,0,0
00-0035535,D.Slayton,2019,2020,WR,NYG,16,141,8.8125,0.125,0.375,96,6,50,3.125,751,46.9375,3,0.1875
00-0035535,D.Slayton,2020,2021,WR,NYG,13,68.6,5.2769,0,0.5385,58,4.4615,26,2,339,26.0769,2,0.1538
00-0035535,D.Slayton,2021,2022,WR,NYG,13,128.4,9.8769,0,0.2308,71,5.4615,46,3.5385,724,55.6923,2,0.1538
00-0035535,D.Slayton,2022,2023,WR,NYG,17,151,8.8824,0.0588,0.3529,79,4.6471,50,2.9412,770,45.2941,4,0.2353
00-0035535,D.Slayton,2023,2024,WR,NYG,16,110,6.875,0.0625,0.5,71,4.4375,39,2.4375,573,35.8125,2,0.125
00-0035544,T.Kennedy,2020,2021,WR,DET,6,18.4,3.0667,0,0.8333,10,1.6667,6,1,54,9,0,0
00-0035544,T.Kennedy,2021,2022,WR,DET,5,22.1,4.42,0,0.6,15,3,8,1.6,141,28.2,0,0
00-0035544,T.Kennedy,2023,2024,WR,DET,1,0,0,0,1,1,1,0,0,0,0,0,0
00-0035590,R.Ridley,2019,2020,WR,CHI,2,7.9,3.95,0,1,4,2,4,2,39,19.5,0,0
00-0035592,T.Fulgham,2019,2020,WR,PHI,12,115.9,9.6583,0.0833,0.5,67,5.5833,38,3.1667,539,44.9167,4,0.3333
00-0035593,J.Winfree,2020,2021,WR,GB,5,11.8,2.36,0,0.8,13,2.6,8,1.6,58,11.6,0,0
00-0035593,J.Winfree,2021,2022,WR,GB,3,2.7,0.9,0,1,4,1.3333,1,0.3333,17,5.6667,0,0
00-0035593,J.Winfree,2022,2023,WR,IND,1,0,0,0,1,1,1,0,0,0,0,0,0
00-0035602,A.Bachman,2020,2021,WR,NYG,1,-0.3,-0.3,0,1,0,0,0,0,0,0,0,0
00-0035602,A.Bachman,2023,2024,WR,LV,1,6.1,6.1,0,0,3,3,3,3,31,31,0,0
00-0035621,N.Webster,2021,2022,WR,CHI,1,3.4,3.4,0,1,3,3,2,2,14,14,0,0
00-0035624,N.Harry,2020,2021,WR,NE,9,30.4,3.3778,0,0.7778,22,2.4444,12,1.3333,184,20.4444,0,0
00-0035624,N.Harry,2021,2022,WR,CHI,6,24.6,4.1,0,0.6667,9,1.5,7,1.1667,116,19.3333,1,0.1667
00-0035639,P.Campbell,2019,2020,WR,IND,2,14.7,7.35,0,0.5,9,4.5,6,3,71,35.5,0,0
00-0035639,P.Campbell,2020,2021,WR,IND,6,32.2,5.3667,0,0.6667,20,3.3333,10,1.6667,162,27,1,0.1667
00-0035639,P.Campbell,2021,2022,WR,IND,17,149.1,8.7706,0.1176,0.4118,91,5.3529,63,3.7059,623,36.6471,3,0.1765
00-0035639,P.Campbell,2022,2023,WR,NYG,8,30.4,3.8,0,0.75,27,3.375,20,2.5,104,13,0,0
00-0035639,P.Campbell,2023,2024,WR,PHI,4,15,3.75,0,0.75,8,2,6,1.5,30,7.5,1,0.25
00-0035640,D.Metcalf,2019,2020,WR,SEA,16,273.3,17.0813,0.3125,0.125,129,8.0625,83,5.1875,1303,81.4375,10,0.625
00-0035640,D.Metcalf,2020,2021,WR,SEA,17,244.3,14.3706,0.2353,0.0588,129,7.5882,75,4.4118,967,56.8824,12,0.7059
00-0035640,D.Metcalf,2021,2022,WR,SEA,17,226.8,13.3412,0.1765,0.1176,141,8.2941,90,5.2941,1048,61.6471,6,0.3529
00-0035640,D.Metcalf,2022,2023,WR,SEA,16,225.4,14.0875,0.125,0.0625,119,7.4375,66,4.125,1114,69.625,8,0.5
00-0035640,D.Metcalf,2023,2024,WR,SEA,15,191.2,12.7467,0.1333,0,108,7.2,66,4.4,992,66.1333,5,0.3333
00-0035645,G.Olszewski,2019,2020,WR,NE,6,25.5,4.25,0,0.8333,5,0.8333,5,0.8333,62,10.3333,1,0.1667
00-0035645,G.Olszewski,2020,2021,WR,NE,4,6,1.5,0,1,3,0.75,2,0.5,31,7.75,0,0
00-0035645,G.Olszewski,2021,2022,WR,PIT,10,14.2,1.42,0,0.9,7,0.7,5,0.5,53,5.3,0,0
00-0035645,G.Olszewski,2022,2023,WR,PIT,2,5,2.5,0,0.5,1,0.5,1,0.5,0,0,0,0
00-0035659,T.McLaurin,2019,2020,WR,WAS,15,223.8,14.92,0.2667,0.1333,134,8.9333,87,5.8,1118,74.5333,4,0.2667
00-0035659,T.McLaurin,2020,2021,WR,WAS,17,213.5,12.5588,0.2353,0.0588,130,7.6471,77,4.5294,1053,61.9412,5,0.2941
00-0035659,T.McLaurin,2021,2022,WR,WAS,17,229,13.4706,0.1176,0.0588,120,7.0588,77,4.5294,1191,70.0588,5,0.2941
00-0035659,T.McLaurin,2022,2023,WR,WAS,17,203.2,11.9529,0.0588,0.0588,132,7.7647,79,4.6471,1002,58.9412,4,0.2353
00-0035659,T.McLaurin,2023,2024,WR,WAS,17,267.8,15.7529,0.3529,0.1765,117,6.8824,82,4.8235,1096,64.4706,13,0.7647
00-0035662,M.Brown,2019,2020,WR,BAL,16,183,11.4375,0.0625,0.1875,100,6.25,58,3.625,769,48.0625,8,0.5
00-0035662,M.Brown,2020,2021,WR,BAL,16,226.3,14.1437,0.1875,0.0625,146,9.125,91,5.6875,1008,63,6,0.375
00-0035662,M.Brown,2021,2022,WR,ARI,12,156,13,0.25,0.0833,107,8.9167,67,5.5833,709,59.0833,3,0.25
00-0035662,M.Brown,2022,2023,WR,ARI,13,134.7,10.3615,0,0.2308,101,7.7692,51,3.9231,574,44.1538,4,0.3077
00-0035662,M.Brown,2023,2024,WR,KC,2,18.1,9.05,0,0,15,7.5,9,4.5,91,45.5,0,0
00-0035676,A.Brown,2019,2020,WR,TEN,14,247.5,17.6786,0.5,0.0714,106,7.5714,70,5,1075,76.7857,11,0.7857
00-0035676,A.Brown,2020,2021,WR,TEN,13,180.9,13.9154,0.2308,0.1538,105,8.0769,63,4.8462,869,66.8462,5,0.3846
00-0035676,A.Brown,2021,2022,WR,PHI,17,299.6,17.6235,0.2353,0.0588,145,8.5294,88,5.1765,1496,88,11,0.6471
00-0035676,A.Brown,2022,2023,WR,PHI,17,289.6,17.0353,0.2941,0.1176,158,9.2941,106,6.2353,1456,85.6471,7,0.4118
00-0035676,A.Brown,2023,2024,WR,PHI,13,216.9,16.6846,0.3846,0,97,7.4615,67,5.1538,1079,83,7,0.5385
00-0035703,M.Boykin,2019,2020,WR,BAL,13,69.6,5.3538,0,0.5385,33,2.5385,19,1.4615,266,20.4615,4,0.3077
00-0035703,M.Boykin,2020,2021,WR,BAL,1,1.6,1.6,0,1,1,1,1,1,6,6,0,0
00-0035703,M.Boykin,2021,2022,WR,PIT,3,3.1,1.0333,0,1,3,1,2,0.6667,11,3.6667,0,0
00-0035703,M.Boykin,2022,2023,WR,PIT,4,4.7,1.175,0,1,4,1,3,0.75,17,4.25,0,0
00-0035719,D.Samuel,2019,2020,WR,SF,7,80.7,11.5286,0.1429,0.2857,44,6.2857,33,4.7143,391,55.8571,1,0.1429
00-0035719,D.Samuel,2020,2021,WR,SF,16,338.96,21.185,0.5,0,121,7.5625,77,4.8125,1405,87.8125,6,0.375
00-0035719,D.Samuel,2021,2022,WR,SF,13,168.4,12.9538,0.1538,0.0769,94,7.2308,56,4.3077,632,48.6154,2,0.1538
00-0035719,D.Samuel,2022,2023,WR,SF,15,243.7,16.2467,0.4,0.1333,89,5.9333,60,4,892,59.4667,7,0.4667
00-0035719,D.Samuel,2023,2024,WR,SF,14,155.6,11.1143,0.1429,0.2143,81,5.7857,51,3.6429,670,47.8571,3,0.2143
00-0035844,K.Merritt,2020,2021,WR,MIA,1,2.3,2.3,0,1,3,3,1,1,13,13,0,0
00-0035848,D.Harris,2019,2020,WR,IND,6,22.5,3.75,0,0.6667,10,1.6667,10,1.6667,79,13.1667,0,0
00-0035864,K.Hinton,2019,2020,WR,DEN,1,-2.78,-2.78,0,1,0,0,0,0,0,0,0,0
00-0035864,K.Hinton,2020,2021,WR,DEN,10,38.54,3.854,0,0.7,23,2.3,15,1.5,175,17.5,1,0.1
00-0035864,K.Hinton,2021,2022,WR,DEN,11,56.4,5.1273,0,0.5455,33,3,24,2.1818,311,28.2727,0,0
00-0035869,A.Mack,2019,2020,WR,NYG,5,16.1,3.22,0,0.8,11,2.2,7,1.4,91,18.2,0,0
00-0035876,A.Baccellia,2021,2022,WR,ARI,5,11.5,2.3,0,1,10,2,7,1.4,45,9,0,0
00-0035883,M.Ffrench,2020,2021,WR,LAC,1,0.3,0.3,0,1,0,0,0,0,0,0,0,0
00-0035891,C.White,2020,2021,WR,PIT,3,8.3,2.7667,0,1,6,2,5,1.6667,33,11,0,0
00-0035891,C.White,2021,2022,WR,PIT,1,1.2,1.2,0,1,1,1,1,1,2,2,0,0
00-0035891,C.White,2023,2024,WR,SEA,1,6.4,6.4,0,0,3,3,2,2,44,44,0,0
00-0035934,T.Jackson,2022,2023,WR,MIN,2,4.9,2.45,0,1,4,2,2,1,9,4.5,0,0
00-0035976,D.Chisena,2023,2024,WR,CAR,3,6.7,2.2333,0,1,4,1.3333,3,1,37,12.3333,0,0
00-0036080,E.Winston,2020,2021,WR,NO,1,1.5,1.5,0,1,1,1,1,1,5,5,0,0
00-0036100,I.Zuber,2019,2020,WR,NE,4,7,1.75,0,1,2,0.5,2,0.5,29,7.25,0,0
00-0036110,J.Bradley,2019,2020,WR,CLE,1,11,11,0,0,11,11,5,5,60,60,0,0
00-0036110,J.Bradley,2020,2021,WR,CLE,2,10.4,5.2,0,0.5,4,2,4,2,64,32,0,0
00-0036133,J.Proche,2019,2020,WR,BAL,3,2.4,0.8,0,1,3,1,1,0.3333,14,4.6667,0,0
00-0036133,J.Proche,2020,2021,WR,BAL,7,36.2,5.1714,0,0.7143,20,2.8571,16,2.2857,202,28.8571,0,0
00-0036133,J.Proche,2021,2022,WR,BAL,7,12.2,1.7429,0,0.8571,17,2.4286,8,1.1429,62,8.8571,0,0
00-0036133,J.Proche,2022,2023,WR,CLE,2,0,0,0,1,5,2.5,0,0,0,0,0,0
00-0036133,J.Proche,2023,2024,WR,CLE,2,5.1,2.55,0,1,3,1.5,3,1.5,21,10.5,0,0
00-0036142,I.Wright,2019,2020,WR,WAS,11,48.3,4.3909,0,0.5455,35,3.1818,27,2.4545,197,17.9091,0,0
00-0036165,I.Hodgins,2021,2022,WR,BUF,9,100.2,11.1333,0.1111,0.1111,48,5.3333,37,4.1111,392,43.5556,4,0.4444
00-0036165,I.Hodgins,2022,2023,WR,NYG,14,60,4.2857,0,0.6429,33,2.3571,21,1.5,230,16.4286,3,0.2143
00-0036165,I.Hodgins,2023,2024,WR,NYG,2,3.2,1.6,0,1,2,1,2,1,12,6,0,0
00-0036176,M.Kinsey,2021,2022,WR,TEN,1,1.3,1.3,0,1,1,1,1,1,3,3,0,0
00-0036176,M.Kinsey,2022,2023,WR,TEN,1,1.6,1.6,0,1,1,1,1,1,6,6,0,0
00-0036176,M.Kinsey,2023,2024,WR,TEN,2,3.7,1.85,0,1,2,1,2,1,17,8.5,0,0
00-0036182,N.Westbrook-Ikhine,2019,2020,WR,TEN,8,8.3,1.0375,0,1,8,1,3,0.375,33,4.125,0,0
00-0036182,N.Westbrook-Ikhine,2020,2021,WR,TEN,15,107.6,7.1733,0,0.3333,57,3.8,38,2.5333,476,31.7333,4,0.2667
00-0036182,N.Westbrook-Ikhine,2021,2022,WR,TEN,15,82.7,5.5133,0.0667,0.6667,50,3.3333,25,1.6667,397,26.4667,3,0.2
00-0036182,N.Westbrook-Ikhine,2022,2023,WR,TEN,13,85,6.5385,0,0.4615,45,3.4615,28,2.1538,370,28.4615,3,0.2308
00-0036182,N.Westbrook-Ikhine,2023,2024,WR,TEN,13,135.7,10.4385,0.0769,0.1538,60,4.6154,32,2.4615,497,38.2308,9,0.6923
00-0036183,K.Wilkerson,2020,2021,WR,NE,1,20.2,20.2,1,0,8,8,4,4,42,42,2,2
