player_id,player_name,team,season,week,position,week_is_active,raw_games_value,ppr_points,targets,receptions,receiving_yards,receiving_tds,snap_share,route_participation,target_share,air_yard_share
00-0022921,L.Fitzgerald,ARI,2020,1,WR,true,,7.4,5,4,34,0,,,,
00-0022921,L.Fitzgerald,ARI,2020,2,WR,true,,12,7,7,50,0,,,,
00-0022921,L.Fitzgerald,ARI,2020,3,WR,true,,1,3,1,0,0,,,,
00-0022921,L.Fitzgerald,ARI,2020,4,WR,true,,2.4,3,2,4,0,,,,
00-0022921,L.Fitzgerald,ARI,2020,5,WR,true,,7.5,7,4,35,0,,,,
00-0022921,L.Fitzgerald,ARI,2020,6,WR,true,,5.2,4,3,22,0,,,,
00-0022921,L.Fitzgerald,ARI,2020,7,WR,true,,14.2,8,8,62,0,,,,
00-0022921,L.Fitzgerald,ARI,2020,9,WR,true,,9.4,5,4,54,0,,,,
00-0022921,L.Fitzgerald,ARI,2020,10,WR,true,,3.3,5,2,13,0,,,,
00-0022921,L.Fitzgerald,ARI,2020,11,WR,true,,14.2,10,8,62,0,,,,
00-0022921,L.Fitzgerald,ARI,2020,14,WR,true,,3,3,2,10,0,,,,
00-0022921,L.Fitzgerald,ARI,2020,15,WR,true,,12.5,4,3,35,1,,,,
00-0022921,L.Fitzgerald,ARI,2020,16,WR,true,,8.8,8,6,28,0,,,,
00-0025396,T.Ginn,CHI,2020,1,WR,true,,0,1,0,0,0,,,,
00-0025396,T.Ginn,CHI,2020,3,WR,true,,3.9,3,1,29,0,,,,
00-0025396,T.Ginn,CHI,2020,4,WR,true,,3.1,2,2,11,0,,,,
00-0026035,D.Amendola,DET,2020,1,WR,true,,13.1,7,5,81,0,,,,
00-0026035,D.Amendola,DET,2020,2,WR,true,,4.1,7,2,21,0,,,,
00-0026035,D.Amendola,DET,2020,3,WR,true,,2.8,4,1,18,0,,,,
00-0026035,D.Amendola,DET,2020,4,WR,true,,7.7,3,2,57,0,,,,
00-0026035,D.Amendola,DET,2020,6,WR,true,,5.1,2,2,31,0,,,,
00-0026035,D.Amendola,DET,2020,7,WR,true,,9.2,4,3,62,0,,,,
00-0026035,D.Amendola,DET,2020,8,WR,true,,8.4,4,3,54,0,,,,
00-0026035,D.Amendola,DET,2020,9,WR,true,,14.9,10,7,77,0,,,,
00-0026035,D.Amendola,DET,2020,10,WR,true,,4,3,3,10,0,,,,
00-0026035,D.Amendola,DET,2020,13,WR,true,,9.2,5,3,62,0,,,,
00-0026035,D.Amendola,DET,2020,14,WR,true,,12.6,7,6,66,0,,,,
00-0026035,D.Amendola,DET,2020,15,WR,true,,5,4,3,20,0,,,,
00-0026035,D.Amendola,DET,2020,16,WR,true,,8.7,7,5,37,0,,,,
00-0026035,D.Amendola,DET,2020,17,WR,true,,1.6,2,1,6,0,,,,
00-0026035,D.Amendola,HOU,2021,1,WR,true,,14.4,5,5,34,1,,,,
00-0026035,D.Amendola,HOU,2021,2,WR,true,,1.9,1,1,9,0,,,,
00-0026035,D.Amendola,HOU,2021,7,WR,true,,4.7,5,3,17,0,,,,
00-0026035,D.Amendola,HOU,2021,8,WR,true,,2.3,5,2,3,0,,,,
00-0026035,D.Amendola,HOU,2021,9,WR,true,,7.9,7,3,49,0,,,,
00-0026035,D.Amendola,HOU,2021,11,WR,true,,0,1,0,0,0,,,,
00-0026035,D.Amendola,HOU,2021,12,WR,true,,5.3,5,3,23,0,,,,
00-0026035,D.Amendola,HOU,2021,18,WR,true,,32.3,9,7,113,2,,,,
00-0026189,D.Jackson,PHI,2020,1,WR,true,,6.6,7,2,46,0,,,,
00-0026189,D.Jackson,PHI,2020,2,WR,true,,12.4,9,6,64,0,,,,
00-0026189,D.Jackson,PHI,2020,3,WR,true,,3.1,4,2,11,0,,,,
00-0026189,D.Jackson,PHI,2020,7,WR,true,,7.6,5,3,34,0,,,,
00-0026189,D.Jackson,PHI,2020,16,WR,true,,15.1,1,1,81,1,,,,
00-0026189,D.Jackson,LA,2021,1,WR,true,,4.1,2,2,21,0,,,,
00-0026189,D.Jackson,LA,2021,3,WR,true,,21,5,3,120,1,,,,
00-0026189,D.Jackson,LA,2021,4,WR,true,,1.6,3,1,6,0,,,,
00-0026189,D.Jackson,LA,2021,5,WR,true,,7.8,3,1,68,0,,,,
00-0026189,D.Jackson,LA,2021,6,WR,true,,1.6,1,1,6,0,,,,
00-0026189,D.Jackson,LA,2021,7,WR,true,,0,1,0,0,0,,,,
00-0026189,D.Jackson,LV,2021,10,WR,true,,2.8,1,1,38,0,,,,
00-0026189,D.Jackson,LV,2021,11,WR,true,,0.4,0,0,0,0,,,,
00-0026189,D.Jackson,LV,2021,12,WR,true,,19.2,4,3,102,1,,,,
00-0026189,D.Jackson,LV,2021,13,WR,true,,2.4,1,1,14,0,,,,
00-0026189,D.Jackson,LV,2021,14,WR,true,,2.9,2,1,19,0,,,,
00-0026189,D.Jackson,LV,2021,15,WR,true,,2.1,3,1,11,0,,,,
00-0026189,D.Jackson,LV,2021,16,WR,true,,8.4,5,4,44,0,,,,
00-0026189,D.Jackson,LV,2021,17,WR,true,,1.5,3,1,5,0,,,,
00-0026189,D.Jackson,BAL,2022,9,WR,true,,2.6,2,1,16,0,,,,
00-0026189,D.Jackson,BAL,2022,12,WR,true,,9.4,3,2,74,0,,,,
00-0026189,D.Jackson,BAL,2022,13,WR,true,,3,3,2,10,0,,,,
00-0026189,D.Jackson,BAL,2022,14,WR,true,,5.4,2,2,34,0,,,,
00-0026189,D.Jackson,BAL,2022,15,WR,true,,0,3,0,0,0,,,,
00-0026189,D.Jackson,BAL,2022,16,WR,true,,2,2,1,10,0,,,,
00-0026189,D.Jackson,BAL,2022,17,WR,true,,1.9,2,1,9,0,,,,
00-0027150,J.Edelman,NE,2020,1,WR,true,,13,7,5,57,0,,,,
00-0027150,J.Edelman,NE,2020,2,WR,true,,25.9,11,8,179,0,,,,
00-0027150,J.Edelman,NE,2020,3,WR,true,,4.2,6,2,23,0,,,,
00-0027150,J.Edelman,NE,2020,4,WR,true,,6.5,6,3,35,0,,,,
00-0027150,J.Edelman,NE,2020,6,WR,true,,4.32,6,2,8,0,,,,
00-0027150,J.Edelman,NE,2020,7,WR,true,,2.3,3,1,13,0,,,,
00-0027685,E.Sanders,NO,2020,1,WR,true,,10.5,5,3,15,1,,,,
00-0027685,E.Sanders,NO,2020,2,WR,true,,2.8,3,1,18,0,,,,
00-0027685,E.Sanders,NO,2020,3,WR,true,,15.6,5,4,56,1,,,,
00-0027685,E.Sanders,NO,2020,4,WR,true,,15.3,9,6,93,0,,,,
00-0027685,E.Sanders,NO,2020,5,WR,true,,24.2,14,12,122,0,,,,
00-0027685,E.Sanders,NO,2020,9,WR,true,,13.8,5,4,38,1,,,,
00-0027685,E.Sanders,NO,2020,10,WR,true,,1.5,1,1,5,0,,,,
00-0027685,E.Sanders,NO,2020,11,WR,true,,10.6,5,4,66,0,,,,
00-0027685,E.Sanders,NO,2020,12,WR,true,,1.4,1,1,4,0,,,,
00-0027685,E.Sanders,NO,2020,13,WR,true,,8.9,6,5,39,0,,,,
00-0027685,E.Sanders,NO,2020,14,WR,true,,13.8,5,3,48,1,,,,
00-0027685,E.Sanders,NO,2020,15,WR,true,,11.6,5,4,76,0,,,,
00-0027685,E.Sanders,NO,2020,16,WR,true,,13.5,5,4,83,0,,,,
00-0027685,E.Sanders,NO,2020,17,WR,true,,21.3,13,9,63,1,,,,
00-0027685,E.Sanders,BUF,2021,1,WR,true,,9.2,8,4,52,0,,,,
00-0027685,E.Sanders,BUF,2021,2,WR,true,,6.8,6,2,48,0,,,,
00-0027685,E.Sanders,BUF,2021,3,WR,true,,26.4,6,5,94,2,,,,
00-0027685,E.Sanders,BUF,2021,4,WR,true,,13.1,6,5,74,0,,,,
00-0027685,E.Sanders,BUF,2021,5,WR,true,,20.4,5,3,54,2,,,,
00-0027685,E.Sanders,BUF,2021,6,WR,true,,14.1,8,5,91,0,,,,
00-0027685,E.Sanders,BUF,2021,8,WR,true,,0,4,0,0,0,,,,
00-0027685,E.Sanders,BUF,2021,9,WR,true,,10.5,8,4,65,0,,,,
00-0027685,E.Sanders,BUF,2021,10,WR,true,,7.1,2,2,27,0,,,,
00-0027685,E.Sanders,BUF,2021,11,WR,true,,5.6,5,3,26,0,,,,
00-0027685,E.Sanders,BUF,2021,12,WR,true,,5.8,3,3,28,0,,,,
00-0027685,E.Sanders,BUF,2021,13,WR,true,,5.2,6,3,22,0,,,,
00-0027685,E.Sanders,BUF,2021,14,WR,true,,3.5,1,1,25,0,,,,
00-0027685,E.Sanders,BUF,2021,16,WR,true,,4,4,2,20,0,,,,
00-0027691,A.Roberts,BUF,2020,4,WR,true,,1.3,1,1,6,0,,,,
00-0027691,A.Roberts,BUF,2020,5,WR,true,,2.6,2,1,16,0,,,,
00-0027691,A.Roberts,BUF,2020,16,WR,true,,3.2,2,2,12,0,,,,
00-0027691,A.Roberts,HOU,2021,2,WR,true,,4.5,2,1,35,0,,,,
00-0027691,A.Roberts,LAC,2021,9,WR,true,,0.9,0,0,0,0,,,,
00-0027691,A.Roberts,LAC,2021,11,WR,true,,0.4,0,0,0,0,,,,
00-0027691,A.Roberts,LAC,2021,15,WR,true,,0.6,0,0,0,0,,,,
00-0027691,A.Roberts,LAC,2021,17,WR,true,,6,0,0,0,0,,,,
00-0027793,A.Brown,TB,2020,9,WR,true,,6.1,5,3,31,0,,,,
00-0027793,A.Brown,TB,2020,10,WR,true,,13.6,8,7,69,0,,,,
00-0027793,A.Brown,TB,2020,11,WR,true,,13.8,13,8,57,0,,,,
00-0027793,A.Brown,TB,2020,12,WR,true,,3.1,3,2,11,0,,,,
00-0027793,A.Brown,TB,2020,14,WR,true,,9.9,5,5,49,0,,,,
00-0027793,A.Brown,TB,2020,15,WR,true,,20.3,7,5,93,1,,,,
00-0027793,A.Brown,TB,2020,16,WR,true,,13.5,6,4,35,1,,,,
00-0027793,A.Brown,TB,2020,17,WR,true,,36.8,15,11,138,2,,,,
00-0027793,A.Brown,TB,2021,1,WR,true,,23.7,7,5,121,1,,,,
00-0027793,A.Brown,TB,2021,2,WR,true,,2.7,3,1,17,0,,,,
00-0027793,A.Brown,TB,2021,4,WR,true,,13.3,11,7,63,0,,,,
00-0027793,A.Brown,TB,2021,5,WR,true,,31.4,8,7,124,2,,,,
00-0027793,A.Brown,TB,2021,6,WR,true,,24.3,13,9,93,1,,,,
00-0027793,A.Brown,TB,2021,16,WR,true,,20.1,15,10,101,0,,,,
00-0027793,A.Brown,TB,2021,17,WR,true,,5.6,5,3,26,0,,,,
00-0027891,G.Tate,NYG,2020,2,WR,true,,9.7,5,5,47,0,,,,
00-0027891,G.Tate,NYG,2020,3,WR,true,,8.6,7,5,36,0,,,,
00-0027891,G.Tate,NYG,2020,4,WR,true,,6,6,4,20,0,,,,
00-0027891,G.Tate,NYG,2020,5,WR,true,,8.2,5,4,42,0,,,,
00-0027891,G.Tate,NYG,2020,6,WR,true,,2.1,1,1,11,0,,,,
00-0027891,G.Tate,NYG,2020,7,WR,true,,10.9,2,1,39,1,,,,
00-0027891,G.Tate,NYG,2020,8,WR,true,,11.82,3,2,31,1,,,,
00-0027891,G.Tate,NYG,2020,10,WR,true,,6.4,5,2,44,0,,,,
00-0027891,G.Tate,NYG,2020,12,WR,true,,7.6,9,4,36,0,,,,
00-0027891,G.Tate,NYG,2020,13,WR,true,,7,4,4,30,0,,,,
00-0027891,G.Tate,NYG,2020,14,WR,true,,4.9,2,1,39,0,,,,
00-0027891,G.Tate,NYG,2020,15,WR,true,,3.3,3,2,13,0,,,,
00-0027902,D.Bryant,BAL,2020,11,WR,true,,6.8,5,4,28,0,,,,
00-0027902,D.Bryant,BAL,2020,12,WR,true,,0,2,0,0,0,,,,
00-0027902,D.Bryant,BAL,2020,15,WR,true,,8.1,3,1,11,1,,,,
00-0027902,D.Bryant,BAL,2020,16,WR,true,,7.8,1,1,8,1,,,,
00-0027942,A.Green,CIN,2020,1,WR,true,,10.1,9,5,51,0,,,,
00-0027942,A.Green,CIN,2020,2,WR,true,,5.9,13,3,29,0,,,,
00-0027942,A.Green,CIN,2020,3,WR,true,,8.6,6,5,36,0,,,,
00-0027942,A.Green,CIN,2020,4,WR,true,,1.3,5,1,3,0,,,,
00-0027942,A.Green,CIN,2020,5,WR,true,,0,1,0,0,0,,,,
00-0027942,A.Green,CIN,2020,6,WR,true,,17.6,11,8,96,0,,,,
00-0027942,A.Green,CIN,2020,7,WR,true,,15.2,13,7,82,0,,,,
00-0027942,A.Green,CIN,2020,8,WR,true,,3.9,5,2,19,0,,,,
00-0027942,A.Green,CIN,2020,10,WR,true,,0,5,0,0,0,,,,
00-0027942,A.Green,CIN,2020,11,WR,true,,14.1,9,4,41,1,,,,
00-0027942,A.Green,CIN,2020,12,WR,true,,0,3,0,0,0,,,,
00-0027942,A.Green,CIN,2020,13,WR,true,,0,1,0,0,0,,,,
00-0027942,A.Green,CIN,2020,14,WR,true,,18.2,7,6,62,1,,,,
00-0027942,A.Green,CIN,2020,15,WR,true,,6,3,2,40,0,,,,
00-0027942,A.Green,CIN,2020,16,WR,true,,10.4,7,4,64,0,,,,
00-0027942,A.Green,CIN,2020,17,WR,true,,0,6,0,0,0,,,,
00-0027942,A.Green,ARI,2021,1,WR,true,,4.5,6,2,25,0,,,,
00-0027942,A.Green,ARI,2021,2,WR,true,,13.4,6,3,44,1,,,,
00-0027942,A.Green,ARI,2021,3,WR,true,,16.2,6,5,112,0,,,,
00-0027942,A.Green,ARI,2021,4,WR,true,,17.7,6,5,67,1,,,,
00-0027942,A.Green,ARI,2021,5,WR,true,,2.3,2,1,13,0,,,,
00-0027942,A.Green,ARI,2021,6,WR,true,,18.9,6,5,79,1,,,,
00-0027942,A.Green,ARI,2021,7,WR,true,,9.6,3,3,66,0,,,,
00-0027942,A.Green,ARI,2021,8,WR,true,,10,8,5,50,0,,,,
00-0027942,A.Green,ARI,2021,10,WR,true,,1.4,5,1,4,0,,,,
00-0027942,A.Green,ARI,2021,11,WR,true,,11.8,7,4,78,0,,,,
00-0027942,A.Green,ARI,2021,13,WR,true,,2.4,1,1,14,0,,,,
00-0027942,A.Green,ARI,2021,14,WR,true,,17.2,10,7,102,0,,,,
00-0027942,A.Green,ARI,2021,15,WR,true,,10.4,8,4,64,0,,,,
00-0027942,A.Green,ARI,2021,16,WR,true,,4.3,3,1,33,0,,,,
00-0027942,A.Green,ARI,2021,17,WR,true,,10.4,6,3,74,0,,,,
00-0027942,A.Green,ARI,2021,18,WR,true,,6.3,9,4,23,0,,,,
00-0027942,A.Green,ARI,2022,1,WR,true,,3.3,4,2,13,0,,,,
00-0027942,A.Green,ARI,2022,2,WR,true,,6.6,7,3,16,0,,,,
00-0027942,A.Green,ARI,2022,3,WR,true,,0,2,0,0,0,,,,
00-0027942,A.Green,ARI,2022,5,WR,true,,5,5,3,20,0,,,,
00-0027942,A.Green,ARI,2022,6,WR,true,,2.7,4,2,7,0,,,,
00-0027942,A.Green,ARI,2022,8,WR,true,,0,1,0,0,0,,,,
00-0027942,A.Green,ARI,2022,10,WR,true,,9,2,2,10,1,,,,
00-0027942,A.Green,ARI,2022,11,WR,true,,10,9,5,50,0,,,,
00-0027942,A.Green,ARI,2022,12,WR,true,,1.5,2,1,5,0,,,,
00-0027942,A.Green,ARI,2022,14,WR,true,,1.7,2,1,7,0,,,,
00-0027942,A.Green,ARI,2022,15,WR,true,,0,2,0,0,0,,,,
00-0027942,A.Green,ARI,2022,17,WR,true,,3.7,2,2,17,0,,,,
00-0027942,A.Green,ARI,2022,18,WR,true,,18.1,5,3,91,1,,,,
00-0027944,J.Jones,ATL,2020,1,WR,true,,24.7,12,9,157,0,,,,
00-0027944,J.Jones,ATL,2020,2,WR,true,,4.4,4,2,24,0,,,,
00-0027944,J.Jones,ATL,2020,4,WR,true,,7.2,4,4,32,0,,,,
00-0027944,J.Jones,ATL,2020,6,WR,true,,33.7,10,8,137,2,,,,
00-0027944,J.Jones,ATL,2020,7,WR,true,,17.7,9,8,97,0,,,,
00-0027944,J.Jones,ATL,2020,8,WR,true,,20.7,10,7,137,0,,,,
00-0027944,J.Jones,ATL,2020,9,WR,true,,16.4,7,5,54,1,,,,
00-0027944,J.Jones,ATL,2020,11,WR,true,,5.9,2,2,39,0,,,,
00-0027944,J.Jones,ATL,2020,13,WR,true,,15.4,10,6,94,0,,,,
00-0027944,J.Jones,TEN,2021,1,WR,true,,5.9,6,3,29,0,,,,
00-0027944,J.Jones,TEN,2021,2,WR,true,,18.8,8,6,128,0,,,,
00-0027944,J.Jones,TEN,2021,3,WR,true,,7.7,4,3,47,0,,,,
00-0027944,J.Jones,TEN,2021,6,WR,true,,8.9,5,3,59,0,,,,
00-0027944,J.Jones,TEN,2021,7,WR,true,,5.8,4,2,38,0,,,,
00-0027944,J.Jones,TEN,2021,9,WR,true,,7.5,4,4,35,0,,,,
00-0027944,J.Jones,TEN,2021,14,WR,true,,7.3,6,4,33,0,,,,
00-0027944,J.Jones,TEN,2021,15,WR,true,,0,1,0,0,0,,,,
00-0027944,J.Jones,TEN,2021,16,WR,true,,1.7,1,1,7,0,,,,
00-0027944,J.Jones,TEN,2021,18,WR,true,,16.8,9,5,58,1,,,,
00-0027944,J.Jones,TB,2022,1,WR,true,,11.6,5,3,69,0,,,,
00-0027944,J.Jones,TB,2022,4,WR,true,,1.7,2,1,7,0,,,,
00-0027944,J.Jones,TB,2022,8,WR,true,,10.1,4,2,21,1,,,,
00-0027944,J.Jones,TB,2022,9,WR,true,,4.8,5,2,28,0,,,,
00-0027944,J.Jones,TB,2022,10,WR,true,,14.3,5,3,53,1,,,,
00-0027944,J.Jones,TB,2022,12,WR,true,,8.5,4,3,40,0,,,,
00-0027944,J.Jones,TB,2022,13,WR,true,,5.8,6,3,28,0,,,,
00-0027944,J.Jones,TB,2022,14,WR,true,,8.8,8,5,38,0,,,,
00-0027944,J.Jones,TB,2022,16,WR,true,,1.5,2,1,5,0,,,,
00-0027944,J.Jones,TB,2022,17,WR,true,,3.3,2,1,10,0,,,,
00-0027944,J.Jones,PHI,2023,7,WR,true,,1.3,1,1,3,0,,,,
00-0027944,J.Jones,PHI,2023,8,WR,true,,7.8,2,1,8,1,,,,
00-0027944,J.Jones,PHI,2023,11,WR,true,,2.5,2,2,5,0,,,,
00-0027944,J.Jones,PHI,2023,12,WR,true,,1,3,1,0,0,,,,
00-0027944,J.Jones,PHI,2023,15,WR,true,,1.6,1,1,6,0,,,,
00-0027944,J.Jones,PHI,2023,16,WR,true,,1.5,4,1,5,0,,,,
00-0027944,J.Jones,PHI,2023,17,WR,true,,17.4,2,2,34,2,,,,
00-0027944,J.Jones,PHI,2023,18,WR,true,,3.3,4,2,13,0,,,,
00-0028002,R.Cobb,HOU,2020,1,WR,true,,4.3,3,2,23,0,,,,
00-0028002,R.Cobb,HOU,2020,2,WR,true,,10.9,6,5,59,0,,,,
00-0028002,R.Cobb,HOU,2020,3,WR,true,,19.5,4,4,95,1,,,,
00-0028002,R.Cobb,HOU,2020,4,WR,true,,5.6,5,2,36,0,,,,
00-0028002,R.Cobb,HOU,2020,5,WR,true,,10.7,6,6,47,0,,,,
00-0028002,R.Cobb,HOU,2020,6,WR,true,,10.7,4,3,17,1,,,,
00-0028002,R.Cobb,HOU,2020,7,WR,true,,17.5,10,8,95,0,,,,
00-0028002,R.Cobb,HOU,2020,9,WR,true,,5.1,3,3,21,0,,,,
00-0028002,R.Cobb,HOU,2020,10,WR,true,,7.1,5,3,41,0,,,,
00-0028002,R.Cobb,HOU,2020,11,WR,true,,8.7,2,2,7,1,,,,
00-0028002,R.Cobb,GB,2021,1,WR,true,,4.3,1,1,32,0,,,,
00-0028002,R.Cobb,GB,2021,2,WR,true,,5.6,3,3,26,0,,,,
00-0028002,R.Cobb,GB,2021,3,WR,true,,0,1,0,0,0,,,,
00-0028002,R.Cobb,GB,2021,4,WR,true,,23.9,6,5,69,2,,,,
00-0028002,R.Cobb,GB,2021,5,WR,true,,5,3,2,30,0,,,,
00-0028002,R.Cobb,GB,2021,7,WR,true,,5.2,4,3,22,0,,,,
00-0028002,R.Cobb,GB,2021,8,WR,true,,16.5,5,3,15,2,,,,
00-0028002,R.Cobb,GB,2021,9,WR,true,,8,5,3,50,0,,,,
00-0028002,R.Cobb,GB,2021,10,WR,true,,5.1,4,3,21,0,,,,
00-0028002,R.Cobb,GB,2021,11,WR,true,,2.5,2,1,15,0,,,,
00-0028002,R.Cobb,GB,2021,12,WR,true,,19.5,5,4,95,1,,,,
00-0028002,R.Cobb,GB,2022,1,WR,true,,3.4,3,2,14,0,,,,
00-0028002,R.Cobb,GB,2022,2,WR,true,,6.7,3,3,37,0,,,,
00-0028002,R.Cobb,GB,2022,3,WR,true,,7.7,2,2,57,0,,,,
00-0028002,R.Cobb,GB,2022,4,WR,true,,7.2,4,3,42,0,,,,
00-0028002,R.Cobb,GB,2022,5,WR,true,,16.9,13,7,99,0,,,,
00-0028002,R.Cobb,GB,2022,6,WR,true,,1.8,1,1,8,0,,,,
00-0028002,R.Cobb,GB,2022,11,WR,true,,13.3,6,6,73,0,,,,
00-0028002,R.Cobb,GB,2022,12,WR,true,,9.9,4,2,19,1,,,,
00-0028002,R.Cobb,GB,2022,13,WR,true,,0,4,0,0,0,,,,
00-0028002,R.Cobb,GB,2022,15,WR,true,,6.2,4,3,32,0,,,,
00-0028002,R.Cobb,GB,2022,16,WR,true,,1.5,2,1,5,0,,,,
00-0028002,R.Cobb,GB,2022,17,WR,true,,4,2,2,20,0,,,,
00-0028002,R.Cobb,GB,2022,18,WR,true,,3.1,2,2,11,0,,,,
00-0028002,R.Cobb,NYJ,2023,1,WR,true,,0,1,0,0,0,,,,
00-0028002,R.Cobb,NYJ,2023,2,WR,true,,0,1,0,0,0,,,,
00-0028002,R.Cobb,NYJ,2023,3,WR,true,,2.2,2,1,12,0,,,,
00-0028002,R.Cobb,NYJ,2023,4,WR,true,,2.8,4,2,8,0,,,,
00-0028002,R.Cobb,NYJ,2023,5,WR,true,,0,1,0,0,0,,,,
00-0028002,R.Cobb,NYJ,2023,6,WR,true,,2,3,0,0,0,,,,
00-0028002,R.Cobb,NYJ,2023,14,WR,true,,8.5,1,1,15,1,,,,
00-0028002,R.Cobb,NYJ,2023,15,WR,true,,0,3,0,0,0,,,,
00-0028002,R.Cobb,NYJ,2023,18,WR,true,,1.4,1,1,4,0,,,,
00-0028237,C.Hogan,NYJ,2020,1,WR,true,,1,4,1,0,0,,,,
00-0028237,C.Hogan,NYJ,2020,2,WR,true,,13.5,8,6,75,0,,,,
00-0028237,C.Hogan,NYJ,2020,3,WR,true,,0,3,0,0,0,,,,
00-0028237,C.Hogan,NYJ,2020,4,WR,true,,6.3,8,4,23,0,,,,
00-0028237,C.Hogan,NYJ,2020,5,WR,true,,5,3,3,20,0,,,,
00-0028237,C.Hogan,NO,2021,1,WR,true,,8,1,1,10,1,,,,
00-0028237,C.Hogan,NO,2021,2,WR,true,,2.6,3,1,16,0,,,,
00-0028237,C.Hogan,NO,2021,3,WR,true,,0,1,0,0,0,,,,
00-0028237,C.Hogan,NO,2021,4,WR,true,,3.5,2,2,15,0,,,,
00-0028237,C.Hogan,NO,2021,5,WR,true,,0,1,0,0,0,,,,
00-0028411,D.Inman,WAS,2020,1,WR,true,,4.1,5,2,21,0,,,,
00-0028411,D.Inman,WAS,2020,2,WR,true,,3.7,5,2,17,0,,,,
00-0028411,D.Inman,WAS,2020,3,WR,true,,18.8,6,3,38,2,,,,
00-0028411,D.Inman,WAS,2020,4,WR,true,,6.9,5,4,29,0,,,,
00-0028411,D.Inman,WAS,2020,5,WR,true,,0.8,1,1,-2,0,,,,
00-0028411,D.Inman,WAS,2020,6,WR,true,,9.5,5,5,45,0,,,,
00-0028411,D.Inman,WAS,2020,12,WR,true,,2.5,1,1,15,0,,,,
00-0029000,C.Beasley,BUF,2020,1,WR,true,,9.8,7,4,58,0,,,,
00-0029000,C.Beasley,BUF,2020,2,WR,true,,12,6,5,70,0,,,,
00-0029000,C.Beasley,BUF,2020,3,WR,true,,16,7,6,100,0,,,,
00-0029000,C.Beasley,BUF,2020,4,WR,true,,12.2,4,3,32,1,,,,
00-0029000,C.Beasley,BUF,2020,5,WR,true,,11.3,6,6,53,0,,,,
00-0029000,C.Beasley,BUF,2020,6,WR,true,,14.5,7,4,45,1,,,,
00-0029000,C.Beasley,BUF,2020,7,WR,true,,22.2,12,11,112,0,,,,
00-0029000,C.Beasley,BUF,2020,8,WR,true,,4.4,2,2,24,0,,,,
00-0029000,C.Beasley,BUF,2020,9,WR,true,,6.9,3,3,39,0,,,,
00-0029000,C.Beasley,BUF,2020,10,WR,true,,27.9,13,11,109,1,,,,
00-0029000,C.Beasley,BUF,2020,12,WR,true,,9.3,4,2,25,0,,,,
00-0029000,C.Beasley,BUF,2020,13,WR,true,,28,11,9,130,1,,,,
00-0029000,C.Beasley,BUF,2020,14,WR,true,,9.1,10,5,41,0,,,,
00-0029000,C.Beasley,BUF,2020,15,WR,true,,19.2,10,8,112,0,,,,
00-0029000,C.Beasley,BUF,2020,16,WR,true,,4.7,5,3,17,0,,,,
00-0029000,C.Beasley,BUF,2021,1,WR,true,,14,13,8,60,0,,,,
00-0029000,C.Beasley,BUF,2021,2,WR,true,,7.6,4,4,36,0,,,,
00-0029000,C.Beasley,BUF,2021,3,WR,true,,20.8,13,11,98,0,,,,
00-0029000,C.Beasley,BUF,2021,4,WR,true,,3.6,2,2,16,0,,,,
00-0029000,C.Beasley,BUF,2021,5,WR,true,,1.5,2,1,5,0,,,,
00-0029000,C.Beasley,BUF,2021,6,WR,true,,21.8,9,7,88,1,,,,
00-0029000,C.Beasley,BUF,2021,8,WR,true,,21,13,10,110,0,,,,
00-0029000,C.Beasley,BUF,2021,9,WR,true,,11.3,11,8,33,0,,,,
00-0029000,C.Beasley,BUF,2021,10,WR,true,,3.5,2,2,15,0,,,,
00-0029000,C.Beasley,BUF,2021,11,WR,true,,6.3,5,4,23,0,,,,
00-0029000,C.Beasley,BUF,2021,12,WR,true,,9.6,5,5,46,0,,,,
00-0029000,C.Beasley,BUF,2021,13,WR,true,,2.1,3,1,11,0,,,,
00-0029000,C.Beasley,BUF,2021,14,WR,true,,15.4,11,9,64,0,,,,
00-0029000,C.Beasley,BUF,2021,15,WR,true,,7.5,8,4,35,0,,,,
00-0029000,C.Beasley,BUF,2021,17,WR,true,,6.2,6,2,22,0,,,,
00-0029000,C.Beasley,BUF,2021,18,WR,true,,7.1,5,4,31,0,,,,
00-0029000,C.Beasley,TB,2022,3,WR,true,,4.2,4,3,12,0,,,,
00-0029000,C.Beasley,TB,2022,4,WR,true,,1.5,1,1,5,0,,,,
00-0029000,C.Beasley,BUF,2022,15,WR,true,,1.9,1,1,9,0,,,,
00-0029000,C.Beasley,BUF,2022,16,WR,true,,1.9,1,1,9,0,,,,
00-0029137,A.Jeffery,PHI,2020,10,WR,true,,0,1,0,0,0,,,,
00-0029137,A.Jeffery,PHI,2020,11,WR,true,,0,2,0,0,0,,,,
00-0029137,A.Jeffery,PHI,2020,12,WR,true,,3.5,4,2,15,0,,,,
00-0029137,A.Jeffery,PHI,2020,13,WR,true,,0,1,0,0,0,,,,
00-0029137,A.Jeffery,PHI,2020,14,WR,true,,8.5,1,1,15,1,,,,
00-0029137,A.Jeffery,PHI,2020,15,WR,true,,8.3,3,2,63,0,,,,
00-0029137,A.Jeffery,PHI,2020,16,WR,true,,3.2,1,1,22,0,,,,
00-0029269,T.Benjamin,SF,2021,5,WR,true,,0,3,0,0,0,,,,
00-0029269,T.Benjamin,SF,2021,14,WR,true,,0,1,0,0,0,,,,
